cultivo,region,temperatura_c,humedad_suelo_pct,ph_suelo,rendimiento_t_ha,alerta_calor,alerta_hidrico
Café,Región Andina,18.4,84.1,5.51,1.067,0,0
Papa,Llanos Orientales,28.6,43.7,5.18,14.326,0,0
Café,Valle del Cauca,20.1,47.0,5.09,0.711,0,0
Café,Valle del Cauca,20.4,84.7,6.26,1.094,0,0
Maíz,Región Andina,22.6,22.8,6.69,0.597,0,1
Arroz,Valle del Cauca,22.9,36.1,6.9,2.537,0,0
Arroz,Valle del Cauca,19.1,75.7,6.5,6.527,0,0
Arroz,Región Caribe,23.9,26.1,5.19,2.183,0,1
Café,Eje Cafetero,22.5,57.7,6.62,0.885,0,0
Arroz,Región Andina,21.1,49.4,5.96,4.057,0,0
Papa,Valle del Cauca,26.3,57.0,6.12,14.439,0,0
Papa,Valle del Cauca,21.8,71.3,8.31,21.204,0,0
Maíz,Eje Cafetero,15.7,30.1,6.16,0.575,0,0
Maíz,Valle del Cauca,15.5,66.5,7.77,1.765,0,0
Arroz,Llanos Orientales,25.0,20.6,5.85,1.613,0,1
Arroz,Región Andina,27.0,65.2,6.78,4.27,0,0
Arroz,Región Andina,22.7,71.9,5.33,5.033,0,0
Arroz,Llanos Orientales,21.4,48.2,8.5,3.696,0,0
Plátano,Eje Cafetero,26.1,53.9,6.67,7.313,0,0
Café,Eje Cafetero,19.1,47.8,5.24,0.632,0,0
Arroz,Valle del Cauca,15.1,83.0,6.05,5.003,0,0
Arroz,Región Andina,21.6,50.1,4.44,4.514,0,0
Papa,Eje Cafetero,20.6,61.0,6.62,19.121,0,0
Arroz,Región Caribe,22.7,81.3,7.07,7.13,0,0
Café,Valle del Cauca,16.2,53.3,6.72,0.548,0,0
Papa,Región Andina,29.3,58.3,7.64,14.547,0,0
Maíz,Valle del Cauca,20.2,79.4,7.4,2.389,0,0
Maíz,Región Andina,18.7,72.2,7.27,1.863,0,0
Café,Llanos Orientales,16.8,69.5,5.1,0.785,0,0
Arroz,Valle del Cauca,25.1,42.2,4.3,3.747,0,0
Papa,Región Caribe,20.1,64.0,5.56,20.335,0,0
Café,Región Caribe,27.7,76.4,5.47,1.004,0,0
Arroz,Región Andina,16.8,53.7,4.88,3.381,0,0
Papa,Valle del Cauca,23.6,57.8,8.12,22.22,0,0
Arroz,Eje Cafetero,27.2,64.5,5.14,4.882,0,0
Maíz,Eje Cafetero,23.2,43.3,7.0,1.2,0,0
Café,Valle del Cauca,15.9,38.0,6.48,0.403,0,0
Papa,Eje Cafetero,18.9,72.9,8.33,25.603,0,0
Arroz,Llanos Orientales,23.1,42.3,6.85,2.898,0,0
Maíz,Región Caribe,25.5,45.7,5.95,0.963,0,0
Maíz,Eje Cafetero,21.4,52.3,5.6,1.553,0,0
Plátano,Llanos Orientales,23.3,57.4,5.82,8.397,0,0
Arroz,Región Caribe,14.5,34.2,6.62,2.371,0,0
Maíz,Eje Cafetero,30.9,64.1,6.2,1.415,1,0
Café,Valle del Cauca,20.2,65.2,5.62,0.843,0,0
Maíz,Región Andina,22.7,71.1,7.17,1.852,0,0
Café,Región Andina,20.0,18.9,6.71,0.223,0,1
Maíz,Valle del Cauca,17.2,66.2,6.1,1.402,0,0
Café,Valle del Cauca,23.0,33.6,6.89,0.507,0,0
Maíz,Eje Cafetero,27.4,62.2,5.49,1.342,0,0
Plátano,Región Caribe,25.9,51.0,6.45,7.296,0,0
Café,Valle del Cauca,25.1,84.6,6.7,1.155,0,0
Café,Región Andina,13.5,45.9,7.0,0.478,0,0
Café,Valle del Cauca,17.5,57.3,5.87,0.596,0,0
Maíz,Llanos Orientales,22.8,58.1,6.04,1.697,0,0
Arroz,Región Caribe,27.6,66.5,7.03,4.247,0,0
Arroz,Eje Cafetero,28.3,70.8,5.2,5.84,0,0
Café,Valle del Cauca,13.8,66.5,6.46,0.698,0,0
Maíz,Valle del Cauca,20.9,72.2,5.93,1.833,0,0
Plátano,Eje Cafetero,27.3,51.1,7.6,5.371,0,0
Plátano,Eje Cafetero,25.0,60.6,5.83,8.955,0,0
Café,Llanos Orientales,20.2,81.6,5.61,0.968,0,0
Arroz,Región Andina,28.0,26.1,6.54,1.639,0,1
Café,Llanos Orientales,20.6,79.6,6.11,1.143,0,0
Maíz,Valle del Cauca,25.7,49.5,7.07,1.152,0,0
Maíz,Eje Cafetero,18.1,78.5,6.98,1.902,0,0
Plátano,Llanos Orientales,14.6,76.0,7.63,9.343,0,0
Café,Llanos Orientales,17.0,76.3,5.16,0.896,0,0
Papa,Eje Cafetero,22.7,60.5,7.23,18.067,0,0
Maíz,Región Andina,17.7,50.5,5.54,1.061,0,0
Maíz,Eje Cafetero,21.4,51.5,6.8,1.523,0,0
Maíz,Región Caribe,27.7,57.1,5.5,1.429,0,0
Café,Región Caribe,20.8,19.9,5.67,0.293,0,1
Café,Región Andina,22.1,79.2,6.9,1.23,0,0
Arroz,Eje Cafetero,22.0,48.6,5.59,4.813,0,0
Arroz,Eje Cafetero,21.1,71.1,6.58,4.904,0,0
Maíz,Valle del Cauca,16.9,32.1,5.62,0.763,0,0
Maíz,Región Andina,21.2,52.9,4.87,1.514,0,0
Café,Región Caribe,27.2,36.4,6.8,0.489,0,0
Café,Eje Cafetero,23.5,48.8,4.84,0.621,0,0
Plátano,Valle del Cauca,23.0,71.6,5.73,9.901,0,0
Maíz,Región Caribe,16.6,59.9,4.67,1.376,0,0
Arroz,Región Caribe,17.3,72.1,7.2,6.309,0,0
Arroz,Eje Cafetero,31.2,90.9,6.08,5.463,1,0
Plátano,Región Andina,19.4,73.9,6.23,8.946,0,0
Café,Región Andina,26.1,5.0,6.03,0.059,0,1
Café,Eje Cafetero,24.7,37.2,5.89,0.509,0,0
Papa,Valle del Cauca,22.3,88.6,6.76,28.627,0,0
Café,Eje Cafetero,26.0,58.6,7.29,0.769,0,0
Plátano,Valle del Cauca,23.2,48.4,5.12,6.067,0,0
Arroz,Valle del Cauca,19.1,40.4,7.3,3.131,0,0
Café,Llanos Orientales,9.4,35.9,6.5,0.389,0,0
Maíz,Región Andina,9.8,85.9,6.68,1.842,0,0
Maíz,Región Andina,26.9,58.5,6.08,1.589,0,0
Maíz,Eje Cafetero,22.5,73.6,4.65,1.774,0,0
Papa,Llanos Orientales,30.0,57.9,5.87,18.136,1,0
Café,Región Caribe,21.5,59.4,6.71,0.892,0,0
Café,Llanos Orientales,23.4,65.3,7.46,0.835,0,0
Café,Valle del Cauca,27.4,97.9,8.13,1.351,0,0
Café,Región Andina,24.6,67.7,5.58,0.927,0,0
Café,Región Caribe,19.9,74.9,5.86,1.127,0,0
Papa,Región Caribe,23.3,69.8,6.41,25.553,0,0
Maíz,Llanos Orientales,23.1,35.7,7.13,1.065,0,0
Café,Llanos Orientales,21.6,84.0,5.35,1.312,0,0
Plátano,Eje Cafetero,13.9,62.9,6.92,7.504,0,0
Papa,Región Andina,29.5,46.4,5.76,12.209,0,0
Maíz,Valle del Cauca,20.7,37.3,5.43,0.95,0,0
Maíz,Llanos Orientales,20.2,82.2,7.4,2.063,0,0
Maíz,Valle del Cauca,21.2,76.8,6.68,2.278,0,0
Maíz,Eje Cafetero,23.1,56.8,6.49,1.791,0,0
Maíz,Llanos Orientales,24.3,42.4,5.27,1.146,0,0
Maíz,Región Andina,24.8,41.2,6.97,0.908,0,0
Arroz,Región Andina,19.3,76.2,5.02,5.563,0,0
Maíz,Valle del Cauca,21.7,53.7,6.25,1.451,0,0
Plátano,Llanos Orientales,24.1,38.1,5.83,5.17,0,0
Plátano,Llanos Orientales,21.5,51.8,8.35,6.699,0,0
Café,Región Andina,28.5,58.9,5.77,0.615,0,0
Café,Llanos Orientales,25.6,69.2,6.42,0.786,0,0
Café,Valle del Cauca,27.7,84.6,5.51,1.135,0,0
Papa,Región Caribe,28.7,78.0,5.3,20.751,0,0
Maíz,Región Andina,26.6,61.1,6.75,1.237,0,0
Maíz,Región Caribe,19.9,30.9,7.44,0.902,0,0
Plátano,Región Andina,22.2,40.6,6.23,6.156,0,0
Papa,Región Andina,16.0,68.3,5.95,17.831,0,0
Plátano,Llanos Orientales,20.1,48.3,5.22,5.654,0,0
Café,Región Andina,26.5,71.9,6.95,0.989,0,0
Maíz,Valle del Cauca,23.7,75.6,5.97,2.114,0,0
Arroz,Eje Cafetero,26.9,53.4,6.08,3.464,0,0
Maíz,Región Andina,15.1,36.6,5.33,0.883,0,0
Papa,Región Caribe,20.0,47.7,6.29,15.859,0,0
Café,Valle del Cauca,14.7,39.6,6.33,0.431,0,0
Maíz,Región Caribe,20.6,59.7,5.48,1.798,0,0
Café,Llanos Orientales,18.4,64.0,6.83,0.902,0,0
Arroz,Llanos Orientales,20.0,50.3,5.18,3.952,0,0
Maíz,Eje Cafetero,31.0,66.0,5.9,1.597,1,0
Arroz,Llanos Orientales,22.4,36.3,7.26,3.342,0,0
Plátano,Región Andina,19.4,51.7,7.88,6.807,0,0
Plátano,Eje Cafetero,28.4,80.4,6.17,8.675,0,0
Arroz,Región Andina,22.6,44.0,5.79,4.19,0,0
Café,Llanos Orientales,21.9,75.9,5.69,0.848,0,0
Arroz,Región Andina,19.8,40.4,5.28,3.32,0,0
Maíz,Región Caribe,18.6,19.0,5.98,0.475,0,1
Maíz,Llanos Orientales,14.9,74.3,7.34,1.694,0,0
Café,Llanos Orientales,26.6,69.6,6.09,0.819,0,0
Café,Valle del Cauca,28.8,62.9,6.84,0.812,0,0
Arroz,Llanos Orientales,23.5,61.4,5.92,5.891,0,0
Café,Llanos Orientales,21.1,20.3,5.71,0.306,0,1
Maíz,Llanos Orientales,24.8,87.5,5.12,2.473,0,0
Maíz,Llanos Orientales,20.1,38.9,6.17,0.883,0,0
Café,Región Caribe,18.9,79.1,5.44,0.874,0,0
Arroz,Eje Cafetero,20.2,56.9,5.98,5.176,0,0
Papa,Región Caribe,23.2,45.7,5.81,13.301,0,0
Café,Región Andina,21.4,58.9,4.96,0.78,0,0
Papa,Región Andina,14.9,48.7,6.9,13.06,0,0
Papa,Región Andina,23.7,52.1,7.2,19.602,0,0
Maíz,Región Andina,17.8,62.8,6.35,1.493,0,0
Maíz,Eje Cafetero,17.9,64.3,5.65,1.843,0,0
Café,Región Caribe,24.3,69.8,5.83,1.051,0,0
Plátano,Llanos Orientales,21.6,51.9,6.57,7.414,0,0
Café,Región Caribe,20.0,59.2,6.25,0.85,0,0
Café,Región Andina,26.1,68.6,5.9,0.946,0,0
Café,Eje Cafetero,19.0,40.1,7.29,0.539,0,0
Papa,Valle del Cauca,17.4,42.7,6.12,14.078,0,0
Maíz,Eje Cafetero,17.2,70.2,6.14,1.874,0,0
Arroz,Llanos Orientales,21.3,64.7,5.17,5.325,0,0
Arroz,Eje Cafetero,28.6,67.7,5.86,5.044,0,0
Maíz,Llanos Orientales,20.8,56.4,7.8,1.453,0,0
Maíz,Valle del Cauca,22.8,36.6,7.86,1.138,0,0
Maíz,Valle del Cauca,26.5,78.0,4.36,2.0,0,0
Plátano,Región Caribe,17.0,50.2,6.1,6.811,0,0
Café,Llanos Orientales,24.3,89.3,5.61,0.958,0,0
Maíz,Región Andina,21.1,47.7,7.13,1.334,0,0
Maíz,Región Andina,30.9,77.8,6.76,1.557,1,0
Arroz,Región Caribe,19.9,46.9,6.53,3.991,0,0
Maíz,Valle del Cauca,24.6,87.4,5.6,2.079,0,0
Papa,Eje Cafetero,16.2,49.6,6.5,13.268,0,0
Papa,Región Andina,19.4,42.2,5.11,14.721,0,0
Maíz,Eje Cafetero,20.3,67.6,5.89,1.675,0,0
Maíz,Valle del Cauca,23.4,47.3,8.01,1.304,0,0
Café,Llanos Orientales,24.0,49.3,5.77,0.533,0,0
Papa,Llanos Orientales,24.7,60.5,7.16,22.49,0,0
Arroz,Región Caribe,21.0,29.2,6.85,2.579,0,1
Maíz,Eje Cafetero,25.8,43.0,5.23,1.077,0,0
Arroz,Llanos Orientales,14.1,82.5,6.61,5.367,0,0
Café,Valle del Cauca,27.6,17.9,6.92,0.201,0,1
Papa,Región Andina,27.6,75.5,6.29,22.027,0,0
Café,Valle del Cauca,20.0,56.2,7.29,0.756,0,0
Maíz,Eje Cafetero,26.5,74.0,6.4,1.763,0,0
Maíz,Llanos Orientales,32.9,69.5,6.16,1.627,1,0
Maíz,Región Caribe,23.6,45.8,6.36,1.144,0,0
Café,Llanos Orientales,26.0,39.5,8.04,0.484,0,0
Arroz,Región Andina,13.2,65.4,6.09,3.711,0,0
Café,Región Andina,16.3,17.3,6.03,0.172,0,1
Maíz,Región Andina,23.2,56.1,6.0,1.484,0,0
Plátano,Región Caribe,20.7,75.2,6.81,10.93,0,0
Maíz,Región Andina,14.5,70.4,7.41,1.759,0,0
Plátano,Región Caribe,33.1,48.2,4.81,5.173,1,0
Maíz,Región Andina,21.5,48.1,5.37,1.506,0,0
Café,Región Caribe,23.2,62.9,7.26,0.967,0,0
Arroz,Llanos Orientales,14.5,43.2,6.88,2.757,0,0
Café,Eje Cafetero,25.4,50.9,7.03,0.665,0,0
Papa,Llanos Orientales,24.2,49.6,8.48,13.681,0,0
Maíz,Eje Cafetero,21.0,23.4,7.11,0.656,0,1
Plátano,Llanos Orientales,20.5,68.3,7.83,7.424,0,0
Papa,Región Caribe,18.3,49.7,6.18,14.841,0,0
Maíz,Llanos Orientales,24.0,53.8,6.43,1.253,0,0
Arroz,Eje Cafetero,17.2,63.2,5.09,5.553,0,0
Papa,Valle del Cauca,24.5,38.2,5.91,13.09,0,0
Café,Región Caribe,27.3,32.0,7.24,0.358,0,0
Arroz,Eje Cafetero,22.9,45.0,6.07,3.802,0,0
Plátano,Valle del Cauca,23.0,48.1,4.0,7.082,0,0
Maíz,Llanos Orientales,18.9,75.7,5.76,1.998,0,0
Café,Región Andina,22.6,30.9,5.4,0.466,0,0
Café,Región Caribe,22.4,65.7,7.06,0.734,0,0
Arroz,Región Andina,28.7,5.0,6.46,0.349,0,1
Café,Región Andina,22.4,56.3,6.59,0.889,0,0
Café,Llanos Orientales,30.7,57.4,6.33,0.582,1,0
Arroz,Región Andina,30.9,96.3,4.94,6.461,1,0
Café,Eje Cafetero,26.4,69.8,6.5,0.761,0,0
Plátano,Llanos Orientales,24.0,68.4,6.61,9.514,0,0
Plátano,Región Caribe,30.5,63.7,4.75,6.727,1,0
Maíz,Llanos Orientales,23.8,71.6,5.95,1.759,0,0
Maíz,Valle del Cauca,21.8,36.8,5.72,0.914,0,0
Papa,Llanos Orientales,16.6,55.7,5.24,16.891,0,0
Papa,Región Caribe,23.6,35.4,7.2,13.176,0,0
Arroz,Valle del Cauca,19.4,71.4,5.82,5.612,0,0
Maíz,Eje Cafetero,19.6,65.1,7.24,1.851,0,0
Maíz,Llanos Orientales,20.0,48.6,8.15,1.363,0,0
Arroz,Región Caribe,26.7,62.5,6.96,4.761,0,0
Maíz,Eje Cafetero,15.6,41.0,5.84,0.799,0,0
Arroz,Llanos Orientales,24.3,65.7,6.71,4.709,0,0
Café,Valle del Cauca,29.0,59.4,6.56,0.554,0,0
Café,Llanos Orientales,24.0,57.1,6.17,0.786,0,0
Plátano,Región Caribe,21.2,41.5,4.93,5.151,0,0
Maíz,Eje Cafetero,18.5,33.7,4.0,0.995,0,0
Maíz,Valle del Cauca,20.6,68.8,7.06,1.676,0,0
Plátano,Valle del Cauca,21.6,33.4,6.6,4.021,0,0
Arroz,Llanos Orientales,13.0,79.4,5.08,5.298,0,0
Papa,Valle del Cauca,20.1,66.3,6.11,19.381,0,0
Café,Región Caribe,19.2,72.6,5.85,0.999,0,0
Maíz,Región Caribe,21.9,72.5,5.07,2.068,0,0
Maíz,Eje Cafetero,28.3,62.1,7.11,1.38,0,0
Maíz,Región Andina,18.3,50.8,6.93,1.398,0,0
Arroz,Región Caribe,24.7,91.2,4.43,7.236,0,0
Café,Eje Cafetero,21.7,55.8,5.73,0.728,0,0
Café,Región Caribe,21.0,41.7,6.38,0.593,0,0
Maíz,Región Caribe,19.2,66.3,6.52,1.779,0,0
Maíz,Llanos Orientales,21.6,97.3,6.01,2.911,0,0
Papa,Región Andina,14.0,51.5,4.6,13.954,0,0
Maíz,Llanos Orientales,24.8,13.2,6.79,0.372,0,1
Café,Eje Cafetero,22.7,63.5,5.97,0.899,0,0
Café,Valle del Cauca,26.6,58.7,6.98,0.728,0,0
Arroz,Valle del Cauca,28.1,35.7,5.49,2.446,0,0
Plátano,Región Andina,21.0,47.3,6.79,5.802,0,0
Café,Región Caribe,13.6,67.6,5.39,0.812,0,0
Maíz,Región Andina,23.7,56.0,5.53,1.236,0,0
Café,Región Caribe,19.8,47.0,5.75,0.649,0,0
Plátano,Valle del Cauca,19.4,39.8,4.58,4.599,0,0
Arroz,Región Caribe,20.3,25.3,6.23,1.981,0,1
Arroz,Región Caribe,18.9,90.9,7.1,7.781,0,0
Café,Región Andina,19.9,63.8,4.99,0.845,0,0
Maíz,Valle del Cauca,27.4,41.1,7.1,1.065,0,0
Café,Región Caribe,18.5,52.0,5.25,0.738,0,0
Café,Región Andina,23.0,66.8,6.67,0.867,0,0
Maíz,Valle del Cauca,17.8,55.6,6.44,1.464,0,0
Café,Región Caribe,21.8,34.7,6.98,0.509,0,0
Café,Eje Cafetero,18.3,64.1,5.71,0.783,0,0
Café,Llanos Orientales,18.1,52.6,6.23,0.551,0,0
Papa,Región Caribe,18.9,60.0,6.71,21.806,0,0
Papa,Llanos Orientales,18.9,35.1,5.74,11.315,0,0
Arroz,Región Andina,16.0,51.0,4.69,3.334,0,0
Maíz,Eje Cafetero,22.3,46.8,5.61,1.3,0,0
Maíz,Valle del Cauca,27.8,49.8,6.13,1.016,0,0
Café,Región Caribe,26.4,63.3,7.03,0.689,0,0
Café,Región Caribe,20.6,38.4,7.15,0.514,0,0
Maíz,Valle del Cauca,31.7,68.9,6.05,1.363,1,0
Arroz,Eje Cafetero,23.7,76.1,6.57,5.846,0,0
Café,Llanos Orientales,21.5,83.8,6.81,0.982,0,0
Café,Región Caribe,23.4,83.2,5.39,1.175,0,0
Maíz,Llanos Orientales,15.8,38.2,6.64,1.033,0,0
Maíz,Eje Cafetero,19.5,39.8,7.04,0.984,0,0
Maíz,Llanos Orientales,19.0,56.6,5.95,1.603,0,0
Papa,Región Caribe,22.6,51.1,4.38,17.829,0,0
Café,Llanos Orientales,21.0,39.7,6.36,0.468,0,0
Plátano,Valle del Cauca,22.0,63.5,4.0,7.574,0,0
Maíz,Región Andina,25.4,46.9,6.54,1.223,0,0
Café,Valle del Cauca,19.9,47.2,5.2,0.594,0,0
Café,Eje Cafetero,25.0,36.5,6.15,0.465,0,0
Café,Eje Cafetero,24.5,34.0,6.06,0.427,0,0
Café,Región Andina,21.7,33.3,5.59,0.5,0,0
Arroz,Región Andina,36.1,17.9,6.51,0.883,1,1
Papa,Eje Cafetero,23.5,40.3,7.57,13.426,0,0
Papa,Eje Cafetero,19.0,66.5,6.52,20.057,0,0
Café,Valle del Cauca,33.7,78.6,6.41,0.706,1,0
Café,Llanos Orientales,25.4,60.6,6.55,0.883,0,0
Café,Llanos Orientales,22.7,50.4,4.37,0.73,0,0
Maíz,Eje Cafetero,28.4,54.7,5.32,1.435,0,0
Papa,Llanos Orientales,17.1,44.6,5.96,15.325,0,0
Arroz,Llanos Orientales,24.2,60.3,6.39,4.929,0,0
Plátano,Llanos Orientales,28.4,45.6,6.78,4.999,0,0
Maíz,Región Caribe,19.8,49.4,6.56,1.25,0,0
Plátano,Valle del Cauca,18.2,18.9,8.25,2.597,0,1
Maíz,Valle del Cauca,23.5,77.4,5.05,2.21,0,0
Maíz,Valle del Cauca,19.6,40.3,7.06,0.86,0,0
Arroz,Valle del Cauca,16.6,60.1,4.46,3.969,0,0
Papa,Eje Cafetero,20.2,56.6,5.88,18.094,0,0
Café,Región Andina,18.7,49.5,6.88,0.734,0,0
Café,Región Caribe,20.1,28.0,6.89,0.331,0,1
Maíz,Región Caribe,28.4,45.0,7.09,1.22,0,0
Arroz,Región Andina,19.7,57.7,6.61,4.079,0,0
Café,Eje Cafetero,21.0,50.9,6.75,0.778,0,0
Plátano,Región Andina,20.4,42.1,6.41,6.186,0,0
Café,Región Andina,28.7,65.6,6.06,0.798,0,0
Papa,Región Caribe,34.1,43.1,7.35,11.441,1,0
Café,Llanos Orientales,24.3,57.5,6.35,0.773,0,0
Plátano,Región Andina,30.9,71.9,5.52,8.916,1,0
Arroz,Eje Cafetero,24.6,62.1,4.79,5.49,0,0
Arroz,Valle del Cauca,21.6,55.2,5.67,4.314,0,0
Maíz,Región Andina,18.6,34.1,5.43,0.938,0,0
Maíz,Llanos Orientales,26.9,63.0,7.92,1.77,0,0
Papa,Región Caribe,17.6,50.3,6.42,16.169,0,0
Café,Región Caribe,19.6,56.7,4.77,0.605,0,0
Papa,Región Andina,24.8,33.6,5.94,9.367,0,0
Arroz,Región Andina,27.5,25.0,7.22,2.103,0,1
Arroz,Región Andina,31.3,73.5,6.27,5.564,1,0
Café,Región Caribe,27.2,63.2,7.09,0.872,0,0
Café,Eje Cafetero,24.0,70.8,5.7,0.872,0,0
Café,Valle del Cauca,18.3,84.2,5.73,0.92,0,0
Café,Región Caribe,16.9,61.5,5.72,0.659,0,0
Plátano,Región Caribe,15.6,51.7,5.34,6.511,0,0
Arroz,Llanos Orientales,19.1,43.0,5.97,3.369,0,0
Arroz,Valle del Cauca,24.2,19.2,5.87,1.297,0,1
Maíz,Región Andina,22.6,35.7,5.8,1.097,0,0
Maíz,Valle del Cauca,24.7,35.7,6.58,0.885,0,0
Arroz,Valle del Cauca,16.7,41.1,6.0,2.604,0,0
Arroz,Llanos Orientales,28.8,69.0,5.49,4.068,0,0
Café,Llanos Orientales,25.9,53.7,5.35,0.669,0,0
Café,Valle del Cauca,17.3,74.2,5.53,0.908,0,0
Papa,Llanos Orientales,24.9,80.6,8.03,26.978,0,0
Papa,Región Caribe,20.0,64.8,7.0,20.405,0,0
Café,Valle del Cauca,25.6,45.7,5.22,0.582,0,0
Papa,Región Caribe,27.4,55.3,5.82,13.822,0,0
Maíz,Región Andina,26.7,16.1,6.3,0.346,0,1
Café,Región Andina,20.7,43.9,4.78,0.589,0,0
Café,Eje Cafetero,22.0,55.2,6.19,0.802,0,0
Café,Región Andina,19.0,58.8,4.88,0.662,0,0
Plátano,Región Andina,21.7,36.2,6.91,4.237,0,0
Papa,Región Andina,15.2,48.7,7.65,11.863,0,0
Café,Región Caribe,19.0,77.4,5.97,0.811,0,0
Arroz,Región Andina,18.7,28.7,6.33,2.262,0,1
Café,Región Andina,22.4,25.1,5.26,0.332,0,1
Arroz,Región Andina,22.3,23.1,7.14,2.226,0,1
Papa,Llanos Orientales,21.1,40.3,7.24,14.266,0,0
Arroz,Eje Cafetero,17.6,65.3,6.48,4.825,0,0
Arroz,Región Andina,22.1,50.7,5.24,4.838,0,0
Plátano,Llanos Orientales,18.8,86.3,6.57,9.144,0,0
Arroz,Región Caribe,24.4,65.9,6.72,5.682,0,0
Café,Eje Cafetero,20.4,83.9,5.7,1.161,0,0
Plátano,Llanos Orientales,22.8,55.7,5.39,6.688,0,0
Maíz,Región Caribe,18.5,39.4,5.41,0.976,0,0
Café,Región Caribe,24.5,47.9,4.51,0.545,0,0
Arroz,Llanos Orientales,21.7,53.6,7.1,4.633,0,0
Arroz,Región Andina,21.8,64.4,6.39,5.144,0,0
Café,Eje Cafetero,25.3,32.6,6.06,0.435,0,0
Arroz,Llanos Orientales,27.7,50.6,7.15,4.019,0,0
Papa,Región Caribe,21.0,64.0,5.62,17.886,0,0
Papa,Valle del Cauca,15.7,22.3,7.88,6.504,0,1
Café,Valle del Cauca,26.2,55.1,6.75,0.708,0,0
Café,Región Andina,20.2,35.0,6.85,0.505,0,0
Maíz,Llanos Orientales,18.9,29.6,5.03,0.702,0,1
Arroz,Región Caribe,15.4,77.1,7.8,5.547,0,0
Arroz,Región Andina,18.5,94.8,7.02,8.594,0,0
Arroz,Región Caribe,22.7,61.7,4.35,5.453,0,0
Café,Eje Cafetero,13.7,45.6,5.11,0.516,0,0
Café,Llanos Orientales,23.9,33.0,4.65,0.438,0,0
Plátano,Valle del Cauca,22.9,31.8,5.64,3.498,0,0
Plátano,Valle del Cauca,21.9,46.2,4.2,5.77,0,0
Café,Región Andina,21.5,57.4,5.47,0.903,0,0
Papa,Eje Cafetero,21.7,34.7,5.31,12.727,0,0
Café,Eje Cafetero,23.3,61.5,7.27,0.743,0,0
Café,Región Andina,19.0,50.0,6.65,0.614,0,0
Café,Región Caribe,27.1,42.9,6.02,0.489,0,0
Arroz,Eje Cafetero,27.0,66.7,7.4,5.522,0,0
Maíz,Llanos Orientales,24.5,44.0,7.0,1.002,0,0
Maíz,Eje Cafetero,23.0,46.3,5.2,1.354,0,0
Arroz,Región Andina,20.8,29.4,6.1,2.451,0,1
Maíz,Valle del Cauca,20.9,27.5,4.85,0.736,0,1
Café,Valle del Cauca,18.9,87.3,6.57,0.906,0,0
Arroz,Eje Cafetero,25.5,90.3,6.5,6.351,0,0
Maíz,Región Caribe,27.7,74.6,7.42,1.957,0,0
Plátano,Eje Cafetero,20.0,67.1,5.14,7.65,0,0
Café,Llanos Orientales,30.8,66.4,6.38,0.663,1,0
Café,Valle del Cauca,24.1,25.9,8.39,0.388,0,1
Café,Valle del Cauca,15.4,45.8,7.19,0.584,0,0
Café,Valle del Cauca,22.8,36.3,6.0,0.568,0,0
Plátano,Región Caribe,20.6,73.0,4.92,8.058,0,0
Café,Llanos Orientales,18.8,59.0,6.72,0.845,0,0
Arroz,Región Andina,24.3,17.5,5.7,1.551,0,1
Maíz,Valle del Cauca,24.8,49.5,6.37,1.275,0,0
Café,Región Caribe,18.1,75.3,7.42,1.08,0,0
Café,Valle del Cauca,21.7,52.4,6.76,0.766,0,0
Arroz,Eje Cafetero,33.3,87.1,5.58,5.268,1,0
Plátano,Valle del Cauca,26.7,66.5,5.56,7.424,0,0
Café,Llanos Orientales,23.4,42.8,4.73,0.475,0,0
Arroz,Región Andina,27.5,52.7,4.93,3.847,0,0
Café,Región Caribe,28.8,37.0,5.83,0.428,0,0
Papa,Eje Cafetero,15.5,78.2,6.32,26.299,0,0
Maíz,Valle del Cauca,21.9,45.6,6.93,1.296,0,0
Maíz,Llanos Orientales,19.9,45.5,6.31,1.344,0,0
Maíz,Región Andina,27.6,77.5,6.61,1.798,0,0
Arroz,Región Caribe,24.8,42.4,6.48,3.294,0,0
Maíz,Valle del Cauca,27.6,83.4,6.99,1.988,0,0
Arroz,Valle del Cauca,28.1,67.2,4.76,4.928,0,0
Maíz,Valle del Cauca,16.3,46.9,6.76,1.178,0,0
Maíz,Eje Cafetero,15.6,25.3,6.43,0.494,0,1
Arroz,Región Caribe,20.8,46.1,6.25,3.627,0,0
Papa,Región Andina,24.0,54.1,7.12,18.827,0,0
Café,Llanos Orientales,17.2,37.1,5.11,0.504,0,0
Maíz,Región Andina,8.5,43.5,6.66,0.828,0,0
Café,Región Andina,17.0,26.3,6.1,0.355,0,1
Maíz,Llanos Orientales,22.3,26.7,6.53,0.853,0,1
Arroz,Eje Cafetero,23.8,46.0,6.03,3.343,0,0
Maíz,Eje Cafetero,21.0,49.8,7.13,1.176,0,0
Maíz,Región Caribe,19.7,64.2,5.64,1.554,0,0
Plátano,Eje Cafetero,16.9,47.8,5.91,5.544,0,0
Café,Llanos Orientales,27.2,66.4,7.92,0.914,0,0
Arroz,Valle del Cauca,24.4,75.1,6.06,5.206,0,0
Café,Llanos Orientales,17.8,39.9,5.58,0.501,0,0
Café,Región Andina,19.3,54.8,5.37,0.779,0,0
Arroz,Región Caribe,21.8,81.5,6.36,7.529,0,0
Café,Región Caribe,18.4,72.4,6.27,0.822,0,0
Café,Eje Cafetero,21.4,66.7,7.46,0.961,0,0
